V1	V2
TransAb.k35.R1265664	GO:0000166;GO:0003677;GO:0003887;GO:0006260
TransAb.k35.R1265856	GO:0003677;GO:0003700;GO:0006355
TransAb.k35.R1265915	unknown
TransAb.k35.R1266201	GO:0003676;GO:0004190;GO:0006508;GO:0015074
TransAb.k35.R1266239	unknown
TransAb.k35.R1266370	GO:0005515;GO:0016055;GO:0035556
TransAb.k35.R1266652	unknown
TransAb.k35.R1266729	unknown
TransAb.k35.R1266776	GO:0005759;GO:0006974;GO:1902445
TransAb.k35.R1266806	GO:0005856
TransAb.k35.R1266958	GO:0006486;GO:0008373
TransAb.k35.R1267146	GO:0016021
TransAb.k35.R1267185	unknown
TransAb.k35.R1267366	GO:0017108;GO:0033567;GO:0043142
TransAb.k35.R1267414	unknown
TransAb.k35.R1267444	GO:0000145;GO:0006887
TransAb.k35.R1267669	GO:0005515;GO:0042981
TransAb.k35.R1267878	GO:0005515
TransAb.k35.R1267966	unknown
TransAb.k35.R1268045	GO:0048598;GO:0072669
TransAb.k35.R1268098	GO:0004843;GO:0016579
TransAb.k35.R1268099	unknown
TransAb.k35.R1268179	GO:0005509;GO:0005576;GO:0007160
TransAb.k35.R1268387	GO:0004842;GO:0006996;GO:0016567
TransAb.k35.R1268500	GO:0046982
TransAb.k35.R1268536	GO:0003676;GO:0015074
TransAb.k35.R1268559	GO:0003677
TransAb.k35.R1268633	unknown
TransAb.k35.R1268730	unknown
TransAb.k35.R1268762	GO:0016627;GO:0050660;GO:0055114
TransAb.k35.R1268806	GO:0005515
TransAb.k35.R1269017	GO:0004672;GO:0005515;GO:0005524;GO:0006468
TransAb.k35.R1269084	GO:0003676;GO:0015074
TransAb.k35.R1269096	unknown
TransAb.k35.R1269147	unknown
TransAb.k35.R1269654	unknown
TransAb.k35.R1269706	GO:0005634;GO:0006367;GO:0046982
TransAb.k35.R1269897	GO:0005515
TransAb.k35.R1270110	GO:0005544;GO:0005886;GO:0030971;GO:0038128;GO:0071277
TransAb.k35.R1270255	GO:0016021;GO:0055085
TransAb.k35.R1270272	GO:0005615;GO:0007267
TransAb.k35.R1270358	unknown
TransAb.k35.R1270386	GO:0005764;GO:0006629
TransAb.k35.R1270645	unknown
TransAb.k35.R1270660	unknown
TransAb.k35.R1270702	unknown
TransAb.k35.R1270768	unknown
TransAb.k35.R1270956	GO:0007155;GO:0045296
TransAb.k35.R1271000	unknown
TransAb.k35.R1271532	unknown
TransAb.k35.R1271614	unknown
TransAb.k35.R1271658	GO:0003676
TransAb.k35.R1271694	unknown
TransAb.k35.R1271742	GO:0004198;GO:0005509;GO:0005622;GO:0006508
TransAb.k35.R1272184	GO:0004421;GO:0008299
TransAb.k35.R1272323	GO:0008289
TransAb.k35.R1272346	unknown
TransAb.k35.R1272444	GO:0006811;GO:0015377;GO:0016021;GO:0055085
TransAb.k35.R1272657	GO:0016020;GO:0016311;GO:0016791;GO:0044238;GO:0071704
TransAb.k35.R1272705	unknown
TransAb.k35.R1272858	unknown
TransAb.k35.R1272922	unknown
TransAb.k35.R1273061	GO:0005515
TransAb.k35.R1273085	GO:0005829;GO:0006508;GO:0016920
TransAb.k35.R1273105	unknown
TransAb.k35.R1273226	GO:0005515
TransAb.k35.R1273365	GO:0016021
TransAb.k35.R1273421	GO:0003746;GO:0006414
TransAb.k35.R1273649	unknown
TransAb.k35.R1273735	GO:0004348;GO:0006680;GO:0016020
TransAb.k35.R1273745	GO:0005509;GO:0043022
TransAb.k35.R1273863	unknown
TransAb.k35.R1273989	unknown
TransAb.k35.R1274200	GO:0001614;GO:0004931;GO:0005887;GO:0033198;GO:0098655
TransAb.k35.R1274288	GO:0016021
TransAb.k35.R1274313	GO:0005507;GO:0016491;GO:0055114
TransAb.k35.R1274409	GO:0070569
TransAb.k35.R1274650	unknown
TransAb.k35.R1274819	unknown
TransAb.k35.R1274831	unknown
TransAb.k35.R1274838	GO:0003677
TransAb.k35.R1275267	GO:0051560
TransAb.k35.R1275284	GO:0005515
TransAb.k35.R1275456	GO:0003844;GO:0004553;GO:0005978;GO:0043169
TransAb.k35.R1275491	GO:0009226;GO:0016491;GO:0050662
TransAb.k35.R1275525	unknown
TransAb.k35.R1275579	GO:0004806;GO:0006629
TransAb.k35.R1275779	GO:0016021;GO:0055085
TransAb.k35.R1275900	unknown
TransAb.k35.R1275990	unknown
TransAb.k35.R1276229	GO:0005515
TransAb.k35.R1276535	GO:0003676;GO:0015074
TransAb.k35.R1276710	unknown
TransAb.k35.R1276732	GO:0005515;GO:0005634;GO:0005737;GO:0061015
TransAb.k35.R1276753	unknown
TransAb.k35.R1276792	GO:0005515
TransAb.k35.R1276855	unknown
TransAb.k35.R1277116	unknown
TransAb.k35.R1277146	GO:0003723;GO:0005515
TransAb.k35.R1277348	GO:0009055;GO:0020037
TransAb.k35.R1277610	GO:0016020;GO:0022857;GO:0055085
TransAb.k35.R1277758	unknown
TransAb.k35.R1277853	GO:0006656;GO:0016021;GO:0071617
TransAb.k35.R1277868	GO:0003676;GO:0005515
TransAb.k35.R1277893	GO:0003676;GO:0008270
TransAb.k35.R1277932	GO:0005201;GO:0005515
TransAb.k35.R1277968	unknown
TransAb.k35.R1278018	GO:0004747;GO:0006014
TransAb.k35.R1278032	GO:0005515
TransAb.k35.R1278411	GO:0000179;GO:0006364
TransAb.k35.R1278466	unknown
TransAb.k35.R1278914	GO:0004140;GO:0005524;GO:0015937
TransAb.k35.R1279024	GO:0016787
TransAb.k35.R1279122	GO:0005524;GO:0015991;GO:0033180;GO:0046034
TransAb.k35.R1279561	GO:0004197;GO:0006508;GO:0050790
TransAb.k35.R1279585	unknown
TransAb.k35.R1279912	GO:0016491;GO:0032963;GO:0055114
TransAb.k35.R1279968	GO:0004329;GO:0004488;GO:0005524;GO:0055114
TransAb.k35.R1280005	GO:0016021
TransAb.k35.R1280025	GO:0005741;GO:0035694
TransAb.k35.R1280525	unknown
TransAb.k35.R1280570	GO:0005215;GO:0005515;GO:0016020;GO:0055085
TransAb.k35.R1280608	unknown
TransAb.k35.R1280632	GO:0005515
TransAb.k35.R1280715	GO:0005509;GO:0006629
TransAb.k35.R1280750	GO:0015232;GO:0015886
TransAb.k35.R1280854	unknown
TransAb.k35.R1280965	GO:0003941;GO:0004794;GO:0006565;GO:0006567;GO:0030170
TransAb.k35.R1281011	GO:0016758
TransAb.k35.R1281041	GO:0005509
TransAb.k35.R1281227	GO:0030317;GO:0036126;GO:0060271;GO:0060294
TransAb.k35.R1281300	unknown
TransAb.k35.R1281526	GO:0003779;GO:0005856;GO:0030036
TransAb.k35.R1281692	GO:0006959;GO:0045893;GO:0046983
TransAb.k35.R1281828	unknown
TransAb.k35.R1281845	GO:0004672;GO:0005524;GO:0006468
TransAb.k35.R1281901	unknown
TransAb.k35.R1282115	GO:0005267;GO:0016020;GO:0071805
TransAb.k35.R1282126	GO:0000439;GO:0006289;GO:0006351
TransAb.k35.R1282316	GO:0016491;GO:0055114
TransAb.k35.R1282346	unknown
TransAb.k35.R1282733	GO:0035091
TransAb.k35.R1282827	unknown
TransAb.k35.R1282958	GO:0016787
TransAb.k35.R1283018	GO:0005509
TransAb.k35.R1283192	unknown
TransAb.k35.R1283425	unknown
TransAb.k35.R1283617	GO:0004045
TransAb.k35.R1283825	GO:0005044;GO:0016020
TransAb.k35.R1283833	GO:0016020
TransAb.k35.R1284128	unknown
TransAb.k35.R1284188	GO:0005515
TransAb.k35.R1284337	unknown
TransAb.k35.R1284723	unknown
TransAb.k35.R1284773	unknown
TransAb.k35.R1284853	GO:0006914
TransAb.k35.R1284863	GO:0016020;GO:0016798
TransAb.k35.R1284969	GO:0016021;GO:0034338;GO:0047372;GO:0051792;GO:0051793
TransAb.k35.R1285147	GO:0006812;GO:0008324
TransAb.k35.R1285287	GO:0003676
TransAb.k35.R1285923	unknown
TransAb.k35.R1286107	unknown
TransAb.k35.R1286359	unknown
TransAb.k35.R1286478	unknown
TransAb.k35.R1286712	unknown
TransAb.k35.R1286715	unknown
TransAb.k35.R1286771	GO:0004930;GO:0005515;GO:0007166;GO:0007186;GO:0016021
TransAb.k35.R1287111	GO:0005515
TransAb.k35.R1287333	GO:0016021
TransAb.k35.R1287431	GO:0003735;GO:0005763;GO:0006412
TransAb.k35.R1287501	GO:0005249;GO:0006813;GO:0008076;GO:0051260;GO:0055085
TransAb.k35.R1287601	GO:0004672;GO:0005524;GO:0006468
TransAb.k35.R1287639	GO:0005515
TransAb.k35.R1287709	GO:0005515
TransAb.k35.R1287759	GO:0001650;GO:0007507;GO:0030515;GO:0031428;GO:0032040;GO:0070761;GO:1990226
TransAb.k35.R1287881	GO:0008796
TransAb.k35.R1287917	GO:0003676;GO:0004813;GO:0005524;GO:0005737;GO:0006419
TransAb.k35.R1287945	GO:0003684;GO:0005515;GO:0005634;GO:0006289;GO:0043161
TransAb.k35.R1287969	unknown
TransAb.k35.R1287996	GO:0022857;GO:0055085
TransAb.k35.R1288093	GO:0005515
TransAb.k35.R1288220	GO:0005506;GO:0016705;GO:0020037;GO:0055114
TransAb.k35.R1288257	GO:0016020
TransAb.k35.R1288357	GO:0003700;GO:0006355
TransAb.k35.R1288433	GO:0008033;GO:0017150;GO:0046872;GO:0050660;GO:0055114
TransAb.k35.R1288710	GO:0006886;GO:0016192;GO:0030131
TransAb.k35.R1288843	GO:0016758
TransAb.k35.R1288898	GO:0005515;GO:0008270
TransAb.k35.R1288904	GO:0006351
TransAb.k35.R1289001	GO:0016021
TransAb.k35.R1289173	GO:0005634;GO:0006334
TransAb.k35.R1289238	GO:0016021
TransAb.k35.R1289248	GO:0005507
TransAb.k35.R1289261	unknown
TransAb.k35.R1289319	unknown
TransAb.k35.R1289572	unknown
TransAb.k35.R1289697	GO:0004514;GO:0004516;GO:0009435;GO:0019358
TransAb.k35.R1289716	unknown
TransAb.k35.R1289946	GO:0002755;GO:0043123;GO:0070976
TransAb.k35.R1290051	GO:0003677;GO:0006355;GO:0046983
TransAb.k35.R1290101	GO:0016021;GO:0031293;GO:0042500
TransAb.k35.R1290365	unknown
TransAb.k35.R1290548	GO:0003677
TransAb.k35.R1290660	unknown
TransAb.k35.R1290686	GO:0003924;GO:0005525
TransAb.k35.R1290736	GO:0046872
TransAb.k35.R1290754	GO:0004888;GO:0005887;GO:0030195
TransAb.k35.R1291294	GO:0006511;GO:0031625
TransAb.k35.R1291399	GO:0003341;GO:0005930;GO:0036159
TransAb.k35.R1291453	GO:0005515;GO:0007165
TransAb.k35.R1291461	GO:0004930;GO:0007186;GO:0016021
TransAb.k35.R1291964	GO:0005515
TransAb.k35.R1292135	GO:0008146;GO:0016021;GO:0016051
TransAb.k35.R1292253	GO:0005515
TransAb.k35.R1292342	unknown
TransAb.k35.R1292523	GO:0016021;GO:0055085
TransAb.k35.R1292637	unknown
TransAb.k35.R1292795	unknown
TransAb.k35.R1292799	GO:0003676;GO:0015074
TransAb.k35.R1292964	GO:0005216;GO:0005515;GO:0006811;GO:0016021;GO:0055085
TransAb.k35.R1293027	GO:0008083
TransAb.k35.R1293116	GO:0008168;GO:0016706;GO:0055114
TransAb.k35.R1293277	GO:0000281;GO:0051225
TransAb.k35.R1293832	unknown
TransAb.k35.R1293904	GO:0004672;GO:0005524;GO:0006468
TransAb.k35.R1293912	GO:0003677
TransAb.k35.R1294136	GO:0005515
TransAb.k35.R1294317	GO:0022857
TransAb.k35.R1294379	unknown
TransAb.k35.R1294538	unknown
TransAb.k35.R1295000	GO:0005515;GO:0006355
TransAb.k35.R1295310	unknown
TransAb.k35.R1295475	GO:0005524;GO:0006298;GO:0030983
TransAb.k35.R1295562	GO:0005524;GO:0006457;GO:0051082;GO:0060271
TransAb.k35.R1295713	GO:0004672;GO:0005515;GO:0005524;GO:0006468
TransAb.k35.R1295727	GO:0016020;GO:0022857;GO:0055085
TransAb.k35.R1295882	GO:0005829;GO:0030544;GO:0031982;GO:0043005;GO:0051087;GO:0051879;GO:0060548
TransAb.k35.R1295982	GO:0003723;GO:0005634;GO:0005737;GO:0006397
TransAb.k35.R1296302	GO:0003677
TransAb.k35.R1296415	unknown
TransAb.k35.R1296418	GO:0005096
TransAb.k35.R1296448	GO:0016757
TransAb.k35.R1296845	GO:0005515
TransAb.k35.R1297070	GO:0005515
TransAb.k35.R1297105	unknown
TransAb.k35.R1297149	GO:0006629;GO:0008889
TransAb.k35.R1297290	unknown
TransAb.k35.R1297609	unknown
TransAb.k35.R1297697	GO:0008289;GO:0032052
TransAb.k35.R1297836	unknown
TransAb.k35.R1298159	GO:0005634
TransAb.k35.R1298204	unknown
TransAb.k35.R1298249	unknown
TransAb.k35.R1298353	GO:0005515;GO:0046872
TransAb.k35.R1298382	unknown
TransAb.k35.R1298414	GO:0005432;GO:0006816;GO:0007154;GO:0016021;GO:0055085
TransAb.k35.R1298427	GO:0004888;GO:0007166;GO:0016021
TransAb.k35.R1298430	unknown
TransAb.k35.R1298489	GO:0008146;GO:0016021
TransAb.k35.R1298638	GO:0016020
TransAb.k35.R1298658	GO:0000045;GO:0000407;GO:0005730;GO:0005774;GO:0005783;GO:0005886;GO:0006887;GO:0007029;GO:0007030;GO:0016021;GO:0033116;GO:0034329;GO:0098609
TransAb.k35.R1298668	GO:0003677;GO:0005634;GO:0008270;GO:0051028
TransAb.k35.R1298813	GO:0016021;GO:0055085
TransAb.k35.R1298888	GO:0005515;GO:0060271
TransAb.k35.R1298988	GO:0042578
TransAb.k35.R1298999	GO:0005515
TransAb.k35.R1299030	GO:0003824
TransAb.k35.R1299056	GO:0016021;GO:0055085
TransAb.k35.R1299334	unknown
TransAb.k35.R1299354	unknown
TransAb.k35.R1299733	unknown
TransAb.k35.R1299824	unknown
TransAb.k35.R1299850	GO:0016021;GO:0055085
TransAb.k35.R1299964	GO:0015238;GO:0015893;GO:0016021;GO:0055085
TransAb.k35.R1300037	GO:0003677;GO:0006352
TransAb.k35.R1300150	GO:0001558;GO:0003779;GO:0005198;GO:0005856;GO:0005886;GO:0005911;GO:0007016
TransAb.k35.R1300273	unknown
TransAb.k35.R1300336	GO:0005515
TransAb.k35.R1300559	GO:0016021
TransAb.k35.R1301037	GO:0008017;GO:0046600
TransAb.k35.R1301253	GO:0005515
TransAb.k35.R1301302	GO:0003707;GO:0004887;GO:0005634;GO:0006355;GO:0008270;GO:0043565
TransAb.k35.R1301638	GO:0009055;GO:0015035;GO:0035556;GO:0045454
TransAb.k35.R1301684	unknown
TransAb.k35.R1301824	unknown
TransAb.k35.R1301904	unknown
TransAb.k35.R1302135	GO:0005524
TransAb.k35.R1302168	GO:0016020;GO:0022857;GO:0055085
TransAb.k35.R1302337	GO:0004197;GO:0006508
TransAb.k35.R1302395	GO:0005515
TransAb.k35.R1302570	GO:0005509
TransAb.k35.R1302641	GO:0004672;GO:0005524;GO:0006468;GO:0009190;GO:0016849;GO:0035556
TransAb.k35.R1302879	GO:0003677
TransAb.k35.R1302919	GO:0007268;GO:0033130;GO:0043495;GO:0045202
TransAb.k35.R1302938	GO:0004713;GO:0005524;GO:0006468
TransAb.k35.R1303278	GO:0006520;GO:0016831;GO:0030170
TransAb.k35.R1303324	GO:0003924;GO:0005525
TransAb.k35.R1303486	GO:0004096;GO:0005515;GO:0016702;GO:0020037;GO:0046872;GO:0055114
TransAb.k35.R1303962	GO:0004983;GO:0007186;GO:0016021
TransAb.k35.R1303974	GO:0003676;GO:0008270
TransAb.k35.R1304306	unknown
TransAb.k35.R1304343	GO:0003677;GO:0005515
TransAb.k35.R1304736	GO:0004104
TransAb.k35.R1304756	GO:0005515;GO:0016579;GO:0036459
TransAb.k35.R1304906	unknown
TransAb.k35.R1304907	unknown
TransAb.k35.R1304929	GO:0003677;GO:0005524;GO:0006281;GO:0006338;GO:0006351;GO:0016887;GO:0031011
TransAb.k35.R1305026	GO:0016021
TransAb.k35.R1305080	unknown
TransAb.k35.R1305096	unknown
TransAb.k35.R1305708	GO:0007155;GO:0016021;GO:0042246
TransAb.k35.R1305897	GO:0005506;GO:0016705;GO:0020037;GO:0055114
TransAb.k35.R1306521	unknown
TransAb.k35.R1306651	GO:0005770;GO:0008333;GO:0016021;GO:0016197;GO:0017137;GO:0036020
TransAb.k35.R1306874	GO:0008270
TransAb.k35.R1307020	GO:0004521;GO:0005044;GO:0006955;GO:0030247
TransAb.k35.R1307185	GO:0016567;GO:0043161;GO:0061630
TransAb.k35.R1307228	unknown
TransAb.k35.R1307307	unknown
TransAb.k35.R1307756	GO:0004672;GO:0016310
TransAb.k35.R1307760	GO:0016021;GO:0022857;GO:0055085
TransAb.k35.R1308019	GO:0005515;GO:0045454
TransAb.k35.R1308211	unknown
TransAb.k35.R1308228	GO:0004970;GO:0006811;GO:0016020
TransAb.k35.R1308309	GO:0006807;GO:0043170;GO:0044238
TransAb.k35.R1308666	unknown
TransAb.k35.R1309177	GO:0001733;GO:0005794;GO:0009247;GO:0016021
TransAb.k35.R1309202	unknown
TransAb.k35.R1309522	GO:0005515
TransAb.k35.R1309579	unknown
TransAb.k35.R1309645	unknown
TransAb.k35.R1309646	GO:0004222;GO:0006508
TransAb.k35.R1309656	GO:0005515;GO:0008430
TransAb.k35.R1309823	GO:0003676;GO:0005524
TransAb.k35.R1309923	unknown
TransAb.k35.R1310153	GO:0001614;GO:0004931;GO:0005887;GO:0033198;GO:0098655
TransAb.k35.R1310176	GO:0000287;GO:0004012;GO:0005524;GO:0015914;GO:0016021
TransAb.k35.R1310457	GO:0019441;GO:0020037;GO:0046872
TransAb.k35.R1310818	GO:0000289;GO:0003676;GO:0004535;GO:0005515;GO:0006397;GO:0031251;GO:0046872
TransAb.k35.R1311152	unknown
TransAb.k35.R1311269	GO:0005457;GO:0005794;GO:0036085
TransAb.k35.R1311911	unknown
TransAb.k35.R1312042	GO:0005515
TransAb.k35.R1312094	unknown
TransAb.k35.R1312164	GO:0003839
TransAb.k35.R1312195	GO:0005515
TransAb.k35.R1312268	unknown
TransAb.k35.R1312351	GO:0000287;GO:0004674;GO:0005524;GO:0006468;GO:0035556
TransAb.k35.R1312892	GO:0005515
TransAb.k35.R1312917	unknown
TransAb.k35.R1313637	unknown
TransAb.k35.R1313779	unknown
TransAb.k35.R1314346	GO:0005515
TransAb.k35.R1314590	GO:0006270
TransAb.k35.R1314787	GO:0000786;GO:0003677;GO:0005634;GO:0046982
TransAb.k35.R1314948	unknown
TransAb.k35.R1315252	unknown
TransAb.k35.R1315421	GO:0007267;GO:0007275;GO:0008233;GO:0016539
TransAb.k35.R1315519	GO:0007186;GO:0019236
TransAb.k35.R1316083	GO:0004177;GO:0006508;GO:0008235
TransAb.k35.R1316321	unknown
TransAb.k35.R1316527	GO:0016020
TransAb.k35.R1317379	unknown
TransAb.k35.R1317396	GO:0003700;GO:0005634;GO:0006355;GO:0008270;GO:0043565
TransAb.k35.R1317471	GO:0016263;GO:0016267
TransAb.k35.R1317585	GO:0005506;GO:0016226;GO:0051536
TransAb.k35.R1318050	unknown
TransAb.k35.R1318246	GO:0003676;GO:0005515
TransAb.k35.R1318517	unknown
TransAb.k35.R1318834	unknown
TransAb.k35.R1318978	unknown
TransAb.k35.R1319384	unknown
TransAb.k35.R1319686	unknown
TransAb.k35.R1319754	GO:0003677;GO:0003899;GO:0005634;GO:0006351
TransAb.k35.R1320021	unknown
TransAb.k35.R1320171	GO:0003677;GO:0003700;GO:0005634;GO:0006355
TransAb.k35.R1320204	unknown
TransAb.k35.R1320327	GO:0046983
TransAb.k35.R1320424	unknown
TransAb.k35.R1321116	GO:0000124;GO:0003713;GO:0004402;GO:0005671;GO:0006357;GO:0043966;GO:0043967
TransAb.k35.R1321323	GO:0005515
TransAb.k35.R1321860	unknown
TransAb.k35.R1321944	GO:0005515
TransAb.k35.R1322102	GO:0006388;GO:0016772
TransAb.k35.R1322182	unknown
TransAb.k35.R1322332	GO:0016021
TransAb.k35.R1322670	GO:0005515
TransAb.k35.R1323628	unknown
TransAb.k35.R1323786	unknown
TransAb.k35.R1324021	GO:0005615;GO:0052689
TransAb.k35.R1324325	GO:0003677;GO:0005524;GO:0006281;GO:0008094
TransAb.k35.R1324990	unknown
TransAb.k35.R1325453	unknown
TransAb.k35.R1325546	unknown
TransAb.k35.R1325862	unknown
TransAb.k35.R1326140	GO:0005102;GO:0005576;GO:0007275;GO:0016055
TransAb.k35.R1326180	unknown
TransAb.k35.R1326318	unknown
TransAb.k35.R1326334	unknown
TransAb.k35.R1326342	unknown
TransAb.k35.R1326425	unknown
TransAb.k35.R1326802	GO:0004411;GO:0006559;GO:0006570;GO:0055114
TransAb.k35.R1326861	GO:0016021
TransAb.k35.R1327872	unknown
TransAb.k35.R1329474	unknown
TransAb.k35.R1330056	unknown
TransAb.k35.R1330568	GO:0008180
TransAb.k35.R1331332	unknown
TransAb.k35.R1332942	GO:0016021;GO:0055085
TransAb.k35.R1332986	unknown
TransAb.k35.R1333331	unknown
TransAb.k35.R1334484	unknown
TransAb.k35.R1334569	unknown
TransAb.k35.R1334785	GO:0000287;GO:0004749;GO:0009116;GO:0009165
TransAb.k35.R1334835	GO:0016021
TransAb.k35.R1335141	unknown
TransAb.k35.R1335434	unknown
TransAb.k35.R1336318	unknown
TransAb.k35.R1336390	unknown
TransAb.k35.R1337225	GO:0005622;GO:0008270
TransAb.k35.R1337299	GO:0004497;GO:0005506;GO:0006805;GO:0008202;GO:0016705;GO:0020037;GO:0042572;GO:0055114
TransAb.k35.R1338165	unknown
TransAb.k35.R1339247	unknown
TransAb.k35.R1339266	unknown
TransAb.k35.R1339357	unknown
TransAb.k35.R1339543	unknown
TransAb.k35.R1339968	GO:0004792
TransAb.k35.R1340551	unknown
TransAb.k35.R1341735	GO:0004462;GO:0046872
TransAb.k35.R1341831	unknown
TransAb.k35.R1341918	unknown
TransAb.k35.R1342069	unknown
TransAb.k35.R1343061	unknown
TransAb.k35.R1343189	unknown
TransAb.k35.R1343985	unknown
TransAb.k35.R1344539	GO:0005615
TransAb.k35.R1344756	GO:0003735;GO:0005840;GO:0006414
TransAb.k35.R1345030	unknown
TransAb.k35.R1345764	unknown
TransAb.k35.R1346780	unknown
TransAb.k35.R1347769	unknown
TransAb.k35.R1348137	unknown
TransAb.k35.R1348408	unknown
TransAb.k35.R1348570	unknown
TransAb.k35.R1349028	unknown
TransAb.k35.R1349119	unknown
TransAb.k35.R1349357	unknown
TransAb.k35.R1349924	unknown
TransAb.k35.R1350154	unknown
TransAb.k35.R1350896	unknown
TransAb.k35.R1351058	unknown
TransAb.k35.R1351346	unknown
TransAb.k35.R1352143	unknown
TransAb.k35.R1352422	GO:0005509;GO:0016012
TransAb.k35.R1354015	GO:0001667;GO:0005783;GO:0008117;GO:0016831;GO:0019752;GO:0030149;GO:0030170
TransAb.k35.R1354278	unknown
TransAb.k35.R1355181	unknown
TransAb.k35.R1356334	GO:0000302;GO:0006629
TransAb.k35.R1356536	GO:0008168
TransAb.k35.R1356742	unknown
TransAb.k35.R1356779	unknown
TransAb.k35.R1356877	GO:0045454
TransAb.k35.R1357342	GO:0001522;GO:0030515;GO:0042254
TransAb.k35.R1358291	unknown
TransAb.k35.R1358445	unknown
TransAb.k35.R1358703	unknown
TransAb.k35.R1358954	unknown
TransAb.k35.R1359384	GO:0005524;GO:0005739;GO:0006457
TransAb.k35.R1360359	unknown
TransAb.k35.R1361361	GO:0007094
TransAb.k35.R1361387	unknown
TransAb.k35.R1362227	GO:0005515
TransAb.k35.R1362345	unknown
TransAb.k35.R1362549	GO:0003677;GO:0006310;GO:0015074
TransAb.k35.R1364064	unknown
TransAb.k35.R1364767	unknown
TransAb.k35.R1364889	unknown
TransAb.k35.R1365622	unknown
TransAb.k35.R1366320	unknown
TransAb.k35.R1366884	unknown
TransAb.k35.R1366935	unknown
TransAb.k35.R1367379	unknown
TransAb.k35.R1367614	GO:0016021
TransAb.k35.R1368393	unknown
TransAb.k35.R1369125	unknown
TransAb.k35.R1369299	unknown
TransAb.k35.R1369862	unknown
TransAb.k35.R1370139	GO:0005634;GO:0008270
TransAb.k35.R1370846	unknown
TransAb.k35.R1371917	GO:0005515
TransAb.k35.R1372902	GO:0001678;GO:0004396;GO:0005524;GO:0005536;GO:0005975
TransAb.k35.R1372967	unknown
TransAb.k35.R1373003	GO:0022857
TransAb.k35.R1373348	unknown
TransAb.k35.R1373400	unknown
TransAb.k35.R1373860	unknown
TransAb.k35.R1374404	unknown
TransAb.k35.R1374620	unknown
TransAb.k35.R1374628	unknown
TransAb.k35.R1374837	GO:0003924;GO:0005525
TransAb.k35.R1375024	GO:0009055;GO:0020037
TransAb.k35.R1375955	unknown
TransAb.k35.R1376145	unknown
TransAb.k35.R1376154	unknown
TransAb.k35.R1377136	GO:0003777;GO:0007018;GO:0030286
TransAb.k35.R1377241	unknown
TransAb.k35.R1380403	unknown
TransAb.k35.R1380554	unknown
TransAb.k35.R1381518	unknown
TransAb.k35.R1381887	GO:0004672;GO:0005524;GO:0006468
TransAb.k35.R1382187	unknown
TransAb.k35.R1382440	unknown
TransAb.k35.R1382912	unknown
TransAb.k35.R1383206	unknown
TransAb.k35.R1383750	GO:0016407
TransAb.k35.R1384711	unknown
TransAb.k35.R1385723	unknown
TransAb.k35.R1385928	unknown
TransAb.k35.R1387791	GO:0004864;GO:0005737;GO:0007049;GO:0032515;GO:0051301
TransAb.k35.R1387988	unknown
TransAb.k35.R1390529	GO:0017154;GO:0071526
TransAb.k35.R1391090	unknown
TransAb.k35.R1392574	unknown
TransAb.k35.R1393608	unknown
TransAb.k35.R1394099	unknown
TransAb.k35.R1394245	unknown
TransAb.k35.R1394426	unknown
TransAb.k35.R1395063	unknown
TransAb.k35.R1395458	unknown
TransAb.k35.R1396494	unknown
TransAb.k35.R1396644	GO:0005634
TransAb.k35.R1396659	GO:0022857;GO:0055085
TransAb.k35.R1397542	unknown
TransAb.k35.R1397604	unknown
TransAb.k35.R1399850	unknown
TransAb.k35.R1400864	GO:0003700;GO:0006355;GO:0043565
TransAb.k35.R1401320	unknown
TransAb.k35.R1401986	GO:0003743;GO:0006413
TransAb.k35.R1402088	unknown
TransAb.k35.R1402695	unknown
TransAb.k35.R1402802	unknown
TransAb.k35.R1403123	unknown
TransAb.k35.S1001086	unknown
TransAb.k35.S1001887	unknown
TransAb.k35.S100455	GO:0004930;GO:0007186;GO:0016021
TransAb.k35.S1020202	unknown
TransAb.k35.S1023328	unknown
TransAb.k35.S1028445	GO:0008612;GO:0019135
TransAb.k35.S1031583	GO:0008289;GO:0032052
TransAb.k35.S1044801	unknown
TransAb.k35.S104500	GO:0009976
TransAb.k35.S1064203	unknown
TransAb.k35.S1065938	GO:0030008;GO:0048193
TransAb.k35.S1081494	GO:0008146;GO:0016021
TransAb.k35.S1085222	unknown
TransAb.k35.S1092716	unknown
TransAb.k35.S1104839	GO:0004930;GO:0007186;GO:0016021
TransAb.k35.S1107082	unknown
TransAb.k35.S1113709	unknown
TransAb.k35.S1117815	unknown
TransAb.k35.S1119491	GO:0004930;GO:0007186;GO:0016021
TransAb.k35.S1150090	GO:0004930;GO:0007186;GO:0016021
TransAb.k35.S1162759	GO:0005515
TransAb.k35.S1168501	unknown
TransAb.k35.S1173296	unknown
TransAb.k35.S1194944	GO:0016787
TransAb.k35.S1207698	GO:0016021
TransAb.k35.S1208375	unknown
TransAb.k35.S1212270	GO:0003824;GO:0009058;GO:0030170
TransAb.k35.S121255	unknown
TransAb.k35.S1212908	unknown
TransAb.k35.S1213047	GO:0016307;GO:0046488
TransAb.k35.S1213339	GO:0004672;GO:0005524;GO:0006468
TransAb.k35.S1216429	unknown
TransAb.k35.S1217199	unknown
TransAb.k35.S1219528	GO:0003725;GO:0004860;GO:0005730;GO:0006469;GO:0019901
TransAb.k35.S1221639	unknown
